name status status satpart satpart
/QF_BV/log-slicing/bvudiv_18.smt2 UNKNOWN UNKNOWN 1199670 1199320
/QF_BV/log-slicing/bvudiv_19.smt2 UNKNOWN UNKNOWN 1200110 1199900
/QF_BV/log-slicing/bvudiv_20.smt2 UNKNOWN UNKNOWN 1199920 1199200
/QF_BV/log-slicing/bvudiv_21.smt2 UNKNOWN UNKNOWN 1200570 1199760
/QF_BV/log-slicing/bvudiv_22.smt2 UNKNOWN UNKNOWN 1200110 1199500
/QF_BV/log-slicing/bvudiv_23.smt2 UNKNOWN UNKNOWN 1200000 1200130
/QF_BV/log-slicing/bvudiv_24.smt2 UNKNOWN UNKNOWN 1199650 1200020
/QF_BV/log-slicing/bvudiv_25.smt2 UNKNOWN UNKNOWN 1200070 1199780
/QF_BV/log-slicing/bvurem_13.smt2 UNSAT UNSAT 78317 75626
/QF_BV/log-slicing/bvurem_14.smt2 UNSAT UNSAT 204631 155933
/QF_BV/log-slicing/bvurem_15.smt2 UNSAT UNSAT 442225 462087
/QF_BV/log-slicing/bvurem_16.smt2 UNKNOWN UNKNOWN 1200520 1199420
/QF_BV/log-slicing/bvurem_17.smt2 UNKNOWN UNKNOWN 1199960 1199880
/QF_BV/log-slicing/bvurem_18.smt2 UNKNOWN UNKNOWN 1200410 1199330
/QF_BV/log-slicing/bvurem_19.smt2 UNKNOWN UNKNOWN 1199610 1198370
/QF_BV/log-slicing/bvurem_20.smt2 UNKNOWN UNKNOWN 1199550 1199690
/QF_BV/log-slicing/bvurem_21.smt2 UNKNOWN UNKNOWN 1199930 1199280
/QF_BV/log-slicing/bvurem_22.smt2 UNKNOWN UNKNOWN 1200050 1199730
/QF_BV/Sage2/bench_0.smt2 UNSAT UNSAT 3 3
/QF_BV/Sage2/bench_10000.smt2 UNSAT UNSAT 4270 4330
/QF_BV/Sage2/bench_10001.smt2 UNSAT UNSAT 3685 3674
/QF_BV/Sage2/bench_10002.smt2 UNSAT UNSAT 3892 9075
/QF_BV/Sage2/bench_10004.smt2 UNSAT UNSAT 148 383
/QF_BV/Sage2/bench_10005.smt2 UNSAT UNSAT 76320 116308
/QF_BV/Sage2/bench_10006.smt2 UNSAT UNSAT 3382 3388
/QF_BV/Sage2/bench_10007.smt2 UNSAT UNSAT 4937 6613
/QF_BV/Sage2/bench_10008.smt2 UNSAT UNSAT 2047 1321
/QF_BV/Sage2/bench_1000.smt2 UNSAT UNSAT 245 333
/QF_BV/Sage2/bench_10010.smt2 UNSAT UNSAT 3386 3443
/QF_BV/Sage2/bench_10012.smt2 UNSAT UNSAT 625 664
/QF_BV/Sage2/bench_10014.smt2 UNSAT UNSAT 6116 7051
/QF_BV/Sage2/bench_10015.smt2 UNSAT UNSAT 4287 4344
/QF_BV/Sage2/bench_10017.smt2 UNSAT UNSAT 3706 3725
/QF_BV/Sage2/bench_10019.smt2 UNSAT UNSAT 3331 3281
/QF_BV/Sage2/bench_10021.smt2 UNSAT UNSAT 7039 6606
/QF_BV/Sage2/bench_10025.smt2 UNSAT UNSAT 72495 75000
/QF_BV/Sage2/bench_10026.smt2 UNSAT UNSAT 6240 7270
/QF_BV/Sage2/bench_10028.smt2 UNSAT UNSAT 1438 1454
/QF_BV/Sage2/bench_10029.smt2 UNSAT UNSAT 3368 3267
/QF_BV/Sage2/bench_1002.smt2 UNSAT UNSAT 2857 2962
/QF_BV/Sage2/bench_10030.smt2 UNSAT UNSAT 2706 6051
/QF_BV/Sage2/bench_10032.smt2 UNSAT UNSAT 766 774
/QF_BV/Sage2/bench_10035.smt2 UNSAT UNSAT 151 179
/QF_BV/Sage2/bench_10036.smt2 UNSAT UNSAT 243 335
/QF_BV/Sage2/bench_10048.smt2 UNSAT UNSAT 6099 7260
/QF_BV/Sage2/bench_10050.smt2 UNSAT UNSAT 203 248
/QF_BV/Sage2/bench_10051.smt2 UNSAT UNSAT 2593 5412
/QF_BV/Sage2/bench_10056.smt2 UNSAT UNSAT 9566 8014
/QF_BV/Sage2/bench_10057.smt2 UNSAT UNSAT 7153 7010
/QF_BV/Sage2/bench_10062.smt2 UNSAT UNSAT 6787 3521
/QF_BV/Sage2/bench_10063.smt2 UNSAT UNSAT 947 1530
/QF_BV/Sage2/bench_10067.smt2 UNSAT UNSAT 10904 10997
/QF_BV/Sage2/bench_1006.smt2 UNSAT UNSAT 59 65
/QF_BV/Sage2/bench_10072.smt2 UNSAT UNSAT 44647 82165
/QF_BV/Sage2/bench_10084.smt2 UNSAT UNSAT 206 268
/QF_BV/Sage2/bench_10087.smt2 UNSAT UNSAT 7059 7384
/QF_BV/Sage2/bench_10088.smt2 UNSAT UNSAT 1541 2401
/QF_BV/Sage2/bench_10090.smt2 UNSAT UNSAT 241 290
/QF_BV/Sage2/bench_10091.smt2 UNSAT UNSAT 60 87
/QF_BV/Sage2/bench_10094.smt2 UNSAT UNSAT 69207 68814
/QF_BV/Sage2/bench_10102.smt2 UNSAT UNSAT 6779 7076
/QF_BV/Sage2/bench_10103.smt2 UNSAT UNSAT 257 264
/QF_BV/Sage2/bench_10105.smt2 UNSAT UNSAT 1228 1870
/QF_BV/Sage2/bench_10107.smt2 UNSAT UNSAT 3 3
/QF_BV/Sage2/bench_1010.smt2 UNSAT UNSAT 13233 15061
/QF_BV/Sage2/bench_10114.smt2 UNSAT UNSAT 6958 7377
/QF_BV/Sage2/bench_10116.smt2 UNSAT UNSAT 7268 10005
/QF_BV/Sage2/bench_10118.smt2 UNSAT UNSAT 754 1522
/QF_BV/Sage2/bench_10124.smt2 UNSAT UNSAT 1097 1028
/QF_BV/Sage2/bench_10126.smt2 UNSAT UNSAT 6138 7359
/QF_BV/Sage2/bench_10128.smt2 UNSAT UNSAT 15086 13074
/QF_BV/Sage2/bench_10134.smt2 UNSAT UNSAT 54309 54920
/QF_BV/Sage2/bench_10137.smt2 UNSAT UNSAT 45297 46988
/QF_BV/Sage2/bench_10141.smt2 UNSAT UNSAT 5741 6746
/QF_BV/Sage2/bench_10142.smt2 UNSAT UNSAT 1456 1395
/QF_BV/Sage2/bench_10143.smt2 UNKNOWN UNKNOWN 1199710 1199760
/QF_BV/Sage2/bench_10158.smt2 UNSAT UNSAT 201 247
/QF_BV/Sage2/bench_10188.smt2 UNSAT UNSAT 642 969
/QF_BV/Sage2/bench_10196.smt2 UNSAT UNSAT 4232 7219
/QF_BV/Sage2/bench_10202.smt2 UNSAT UNSAT 5874 6149
/QF_BV/Sage2/bench_10207.smt2 UNSAT UNSAT 244 366
/QF_BV/Sage2/bench_10209.smt2 UNSAT UNSAT 517 508
/QF_BV/Sage2/bench_10215.smt2 UNSAT UNSAT 158750 237901
/QF_BV/Sage2/bench_10226.smt2 UNSAT UNSAT 796 744
/QF_BV/Sage2/bench_1022.smt2 UNKNOWN UNKNOWN 1199590 1200170
/QF_BV/Sage2/bench_10232.smt2 UNSAT UNSAT 212321 173700
/QF_BV/Sage2/bench_10236.smt2 UNSAT UNSAT 13138 14036
/QF_BV/Sage2/bench_10238.smt2 UNSAT UNSAT 204436 301516
/QF_BV/Sage2/bench_10240.smt2 UNSAT UNSAT 6679 7311
/QF_BV/Sage2/bench_10241.smt2 UNSAT UNSAT 4914 3241
/QF_BV/Sage2/bench_10248.smt2 UNKNOWN UNSAT 1199550 829574
/QF_BV/Sage2/bench_1024.smt2 UNSAT UNSAT 3 3
/QF_BV/Sage2/bench_10255.smt2 UNSAT UNSAT 21143 26200
/QF_BV/Sage2/bench_10257.smt2 UNSAT UNSAT 10831 11047
/QF_BV/Sage2/bench_10266.smt2 UNSAT UNSAT 883 1448
/QF_BV/Sage2/bench_10273.smt2 UNSAT UNSAT 11829 15605
/QF_BV/Sage2/bench_10275.smt2 UNSAT UNSAT 2119 3651
/QF_BV/Sage2/bench_10277.smt2 UNSAT UNSAT 49001 49739
/QF_BV/Sage2/bench_10282.smt2 UNSAT UNSAT 252444 252617
/QF_BV/Sage2/bench_10285.smt2 UNSAT UNSAT 4154 6364
/QF_BV/Sage2/bench_10287.smt2 UNSAT UNSAT 1278 1273
/QF_BV/Sage2/bench_1028.smt2 UNSAT UNSAT 128 145
/QF_BV/Sage2/bench_10293.smt2 UNSAT UNSAT 18543 9090
/QF_BV/Sage2/bench_10295.smt2 UNSAT UNSAT 225435 251689
/QF_BV/Sage2/bench_10297.smt2 UNSAT UNSAT 1043 1016
/QF_BV/Sage2/bench_1029.smt2 UNSAT UNSAT 171907 147946
/QF_BV/Sage2/bench_10302.smt2 UNSAT UNSAT 2757 4501
/QF_BV/Sage2/bench_10305.smt2 UNSAT UNSAT 6561 6706
/QF_BV/Sage2/bench_10308.smt2 UNSAT UNSAT 7823 4939
/QF_BV/Sage2/bench_10312.smt2 UNSAT UNSAT 224501 225537
/QF_BV/Sage2/bench_10313.smt2 UNSAT UNSAT 6024 6074
/QF_BV/Sage2/bench_10314.smt2 UNSAT UNSAT 502 492
/QF_BV/Sage2/bench_10315.smt2 UNSAT UNSAT 6022 11965
/QF_BV/Sage2/bench_10316.smt2 UNSAT UNSAT 411409 617495
/QF_BV/Sage2/bench_10317.smt2 UNSAT UNSAT 222 269
/QF_BV/Sage2/bench_10319.smt2 UNSAT UNSAT 607 618
/QF_BV/Sage2/bench_1031.smt2 UNSAT UNSAT 2452 3272
/QF_BV/Sage2/bench_10320.smt2 UNSAT UNSAT 2844 2073
/QF_BV/Sage2/bench_10323.smt2 UNSAT UNSAT 582 645
/QF_BV/Sage2/bench_10324.smt2 UNSAT UNSAT 701 750
/QF_BV/Sage2/bench_10327.smt2 UNSAT UNSAT 540 617
/QF_BV/Sage2/bench_10328.smt2 UNKNOWN UNKNOWN 1197180 1195930
/QF_BV/Sage2/bench_10333.smt2 UNSAT UNSAT 668 617
/QF_BV/Sage2/bench_10336.smt2 UNSAT UNSAT 2132 2129
/QF_BV/Sage2/bench_10339.smt2 UNSAT UNSAT 56634 38618
/QF_BV/Sage2/bench_1033.smt2 UNSAT UNSAT 151 179
/QF_BV/Sage2/bench_10357.smt2 UNSAT UNSAT 1230 1890
/QF_BV/Sage2/bench_1035.smt2 UNSAT UNSAT 53129 50430
/QF_BV/Sage2/bench_10361.smt2 UNKNOWN UNSAT 1200400 834480
/QF_BV/Sage2/bench_10367.smt2 UNSAT UNSAT 152 388
/QF_BV/Sage2/bench_10382.smt2 UNSAT UNSAT 1732 2271
/QF_BV/Sage2/bench_10383.smt2 UNSAT UNSAT 7015 7008
/QF_BV/Sage2/bench_10386.smt2 UNSAT UNSAT 5765 7313
/QF_BV/Sage2/bench_10389.smt2 UNSAT UNSAT 4285 3031
/QF_BV/Sage2/bench_10390.smt2 UNSAT UNSAT 291 313
/QF_BV/Sage2/bench_10392.smt2 UNSAT UNSAT 63832 58526
